topic_id,category,topic_raw,instruction,topic_content,topic_type,constraints,expected_anchors,topic_keyphrases
550,Environment,Discuss conservation efforts for endangered species,discuss,conservation efforts for endangered species,general,,main_point|supporting_points|example,conservation efforts|endangered species|efforts for endangered|conservation|species|efforts|endangered
551,Health & Fitness,Share the benefits of yoga or meditation,share,the benefits of yoga or meditation,general,,main_point|supporting_points|example,yoga or meditation|benefits of yoga|meditation|benefits|yoga
552,Science,Describe a scientific principle in action,describe,a scientific principle in action,general,,main_point|supporting_points|example,principle in action|scientific principle|action|scientific|principle
553,Social Issues,Talk about a social campaign that made a difference,talk about,a social campaign that made a difference,compare,,item_a|item_b|similarities|differences|conclusion,made a difference|social campaign|campaign that made|difference|social|campaign|made
554,Entertainment,Explain a favorite scene from a book or film,explain,a favorite scene from a book or film,explain,,definition|how_it_works|example|impact,book or film|favorite scene|film|favorite|scene|book
555,History,Describe a historical landmark you want to visit,describe,a historical landmark you want to visit,general,,main_point|supporting_points|example,historical landmark|visit|historical|landmark
556,Food,Share a recipe you learned from a family member,share,a recipe you learned from a family member,general,personal,main_point|supporting_points|example,family member|recipe you learned|member|recipe|learned|family
557,Sports,Talk about an athlete who inspires resilience,talk about,an athlete who inspires resilience,general,,main_point|supporting_points|example,inspires resilience|athlete who inspires|resilience|athlete|inspires
558,Motivation,Explain a motivational habit you follow daily,explain,a motivational habit you follow daily,explain,,definition|how_it_works|example|impact,follow daily|motivational habit|habit you follow|daily|motivational|habit|follow
559,Relationships,Describe a relationship that taught empathy,describe,a relationship that taught empathy,general,personal,main_point|supporting_points|example,taught empathy|relationship that taught|empathy|relationship|taught
560,Art & Literature,Discuss your favorite artist or artistic style,discuss,your favorite artist or artistic style,general,,main_point|supporting_points|example,artistic style|favorite artist|artist or artistic|style|favorite|artist|artistic
561,Current Affairs,Share thoughts on a current international news story,share,thoughts on a current international news story,story,,time|place|who|what_happened|result,international news story|current international|thoughts|story|current|international
562,Education,Describe a study tip that helps you focus,describe,a study tip that helps you focus,general,,main_point|supporting_points|example,study tip|focus|study|tip
563,Lifestyle,Talk about a personal routine that improves life,talk about,a personal routine that improves life,general,,main_point|supporting_points|example,improves life|personal routine|routine that improves|life|personal|routine|improves
564,Technology,Explain the potential of artificial intelligence,explain,the potential of artificial intelligence,explain,,definition|how_it_works|example|impact,artificial intelligence|potential of artificial|intelligence|potential|artificial
565,Environment,Discuss how to reduce environmental impact at school,discuss,how to reduce environmental impact at school,advice,school,steps|example|why_it_works,reduce environmental impact|impact at school|reduce environmental|environmental impact|school|reduce|environmental|impact
566,Health & Fitness,Share your favorite healthy snack or meal,share,your favorite healthy snack or meal,general,,main_point|supporting_points|example,favorite healthy snack|snack or meal|favorite healthy|healthy snack|meal|favorite|healthy|snack
567,Science,Describe a memorable science experiment,describe,a memorable science experiment,experience,,time|place|who|what_happened|reflection,memorable science experiment|science experiment|memorable science|experiment|memorable|science
568,Social Issues,Talk about a local community project,talk about,a local community project,general,,main_point|supporting_points|example,local community project|community project|local community|project|local|community
569,Entertainment,Explain your favorite type of performance art,explain,your favorite type of performance art,explain,,definition|how_it_works|example|impact,performance art|favorite type|type of performance|art|favorite|type|performance
570,History,Describe a historical period that fascinates you,describe,a historical period that fascinates you,general,,main_point|supporting_points|example,historical period|period that fascinates|historical|period|fascinates
571,Food,Share a recipe from your hometown,share,a recipe from your hometown,general,,main_point|supporting_points|example,hometown|recipe
572,Sports,Talk about the lessons learned from playing a sport,talk about,the lessons learned from playing a sport,general,,main_point|supporting_points|example,playing a sport|lessons learned|learned from playing|sport|lessons|learned|playing
573,Motivation,Explain how affirmations boost confidence,explain,how affirmations boost confidence,explain,,definition|how_it_works|example|impact,affirmations boost confidence|boost confidence|affirmations boost|confidence|affirmations|boost
574,Relationships,Describe a relationship that taught forgiveness,describe,a relationship that taught forgiveness,general,personal,main_point|supporting_points|example,taught forgiveness|relationship that taught|forgiveness|relationship|taught
575,Art & Literature,Discuss your favorite literary character,discuss,your favorite literary character,general,,main_point|supporting_points|example,favorite literary character|literary character|favorite literary|character|favorite|literary
576,Current Affairs,Share a current news story that surprised you,share,a current news story that surprised you,story,,time|place|who|what_happened|result,current news story|story that surprised|current|story|surprised
